part_id|fix_id|part_name|amazon_search_query
9040|7400|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
9041|7401|Ground strap|https://www.amazon.com/s?k=Ground+strap+automotive
9042|7402|Alternator/generator|https://www.amazon.com/s?k=Alternator%2Fgenerator+automotive
9626|7950|Battery charger/maintainer|https://www.amazon.com/s?k=Battery+charger%2Fmaintainer+automotive
9627|7951|Scan tool with OEM reprogramming access|https://www.amazon.com/s?k=Scan+tool+with+OEM+reprogramming+access+automotive
9628|7952|Replacement ECM/PCM/TCM|https://www.amazon.com/s?k=Replacement+ECM%2FPCM%2FTCM+automotive
9641|7965|Battery charger/maintainer|https://www.amazon.com/s?k=Battery+charger%2Fmaintainer+automotive
9642|7966|Scan tool with OEM reprogramming access|https://www.amazon.com/s?k=Scan+tool+with+OEM+reprogramming+access+automotive
9643|7967|Replacement ECM/PCM/TCM|https://www.amazon.com/s?k=Replacement+ECM%2FPCM%2FTCM+automotive
10560|8840|Automatic transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Automatic+transmission+fluid+%28manufacturer-spec%29+automotive
10561|8840|Transmission filter/pan gasket|https://www.amazon.com/s?k=Transmission+filter%2Fpan+gasket+automotive
10562|8841|TCM connector pigtail|https://www.amazon.com/s?k=TCM+connector+pigtail+automotive
10563|8842|Scan tool with OEM reprogramming access|https://www.amazon.com/s?k=Scan+tool+with+OEM+reprogramming+access+automotive
10580|8857|Transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Transmission+fluid+%28manufacturer-spec%29+automotive
10581|8858|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
10582|8859|Transmission range sensor|https://www.amazon.com/s?k=Transmission+range+sensor+automotive
10583|8860|Transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Transmission+fluid+%28manufacturer-spec%29+automotive
10584|8861|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
10585|8862|Transmission range sensor|https://www.amazon.com/s?k=Transmission+range+sensor+automotive
10643|8910|Dielectric grease|https://www.amazon.com/s?k=Dielectric+grease+automotive
10644|8911|Input/turbine shaft speed sensor|https://www.amazon.com/s?k=Input%2Fturbine+shaft+speed+sensor+automotive
10645|8911|Sensor O-ring|https://www.amazon.com/s?k=Sensor+O-ring+automotive
10646|8912|Internal transmission wiring harness section|https://www.amazon.com/s?k=Internal+transmission+wiring+harness+section+automotive
10681|8944|Dielectric grease|https://www.amazon.com/s?k=Dielectric+grease+automotive
10682|8945|Output shaft speed sensor|https://www.amazon.com/s?k=Output+shaft+speed+sensor+automotive
10683|8945|Sensor O-ring|https://www.amazon.com/s?k=Sensor+O-ring+automotive
10684|8946|Internal transmission wiring harness section|https://www.amazon.com/s?k=Internal+transmission+wiring+harness+section+automotive
10815|9065|Automatic transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Automatic+transmission+fluid+%28manufacturer-spec%29+automotive
10816|9065|Transmission filter/pan gasket|https://www.amazon.com/s?k=Transmission+filter%2Fpan+gasket+automotive
10817|9066|Bi-directional OBD-II scan tool (rental)|https://www.amazon.com/s?k=Bi-directional+OBD-II+scan+tool+%28rental%29+automotive
10818|9067|Torque converter clutch solenoid|https://www.amazon.com/s?k=Torque+converter+clutch+solenoid+automotive
10819|9068|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
10825|9073|Automatic transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Automatic+transmission+fluid+%28manufacturer-spec%29+automotive
10826|9073|Transmission filter/pan gasket|https://www.amazon.com/s?k=Transmission+filter%2Fpan+gasket+automotive
10827|9074|Bi-directional OBD-II scan tool (rental)|https://www.amazon.com/s?k=Bi-directional+OBD-II+scan+tool+%28rental%29+automotive
10828|9075|Torque converter clutch solenoid|https://www.amazon.com/s?k=Torque+converter+clutch+solenoid+automotive
10829|9076|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
10909|9145|Automatic transmission fluid (manufacturer-spec)|https://www.amazon.com/s?k=Automatic+transmission+fluid+%28manufacturer-spec%29+automotive
10910|9145|Transmission filter/pan gasket|https://www.amazon.com/s?k=Transmission+filter%2Fpan+gasket+automotive
10911|9146|Bi-directional OBD-II scan tool (rental)|https://www.amazon.com/s?k=Bi-directional+OBD-II+scan+tool+%28rental%29+automotive
10912|9147|Shift solenoid (or solenoid pack)|https://www.amazon.com/s?k=Shift+solenoid+%28or+solenoid+pack%29+automotive
10913|9148|Valve body internal connector/harness|https://www.amazon.com/s?k=Valve+body+internal+connector%2Fharness+automotive
19702|15367|High-temperature silicone vacuum hose|https://www.amazon.com/s?k=High-temperature+silicone+vacuum+hose+automotive
19703|15367|Hose clamp set|https://www.amazon.com/s?k=Hose+clamp+set+automotive
19704|15368|Diesel exhaust fluid (DEF)|https://www.amazon.com/s?k=Diesel+exhaust+fluid+%28DEF%29+automotive
19705|15369|Exhaust gasket and clamp set|https://www.amazon.com/s?k=Exhaust+gasket+and+clamp+set+automotive
19706|15370|Diesel particulate filter assembly|https://www.amazon.com/s?k=Diesel+particulate+filter+assembly+automotive
19707|15370|Exhaust gasket and clamp set|https://www.amazon.com/s?k=Exhaust+gasket+and+clamp+set+automotive
20488|15889|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
20489|15889|PCV hose|https://www.amazon.com/s?k=PCV+hose+automotive
20490|15890|Fuel filter|https://www.amazon.com/s?k=Fuel+filter+automotive
20491|15890|Fuel pump assembly (if weak)|https://www.amazon.com/s?k=Fuel+pump+assembly+%28if+weak%29+automotive
20492|15891|Exhaust manifold gasket|https://www.amazon.com/s?k=Exhaust+manifold+gasket+automotive
20493|15891|Exhaust manifold stud/nut set|https://www.amazon.com/s?k=Exhaust+manifold+stud%2Fnut+set+automotive
20494|15892|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
20495|15893|Fuel injector|https://www.amazon.com/s?k=Fuel+injector+automotive
20496|15893|Injector seal/washer kit|https://www.amazon.com/s?k=Injector+seal%2Fwasher+kit+automotive
20497|15894|Fuel pressure regulator|https://www.amazon.com/s?k=Fuel+pressure+regulator+automotive
20498|15894|Regulator seal kit|https://www.amazon.com/s?k=Regulator+seal+kit+automotive
21033|16272|Throttle body cleaner spray|https://www.amazon.com/s?k=Throttle+body+cleaner+spray+automotive
21034|16273|Electronic throttle body assembly|https://www.amazon.com/s?k=Electronic+throttle+body+assembly+automotive
21035|16273|Throttle body gasket|https://www.amazon.com/s?k=Throttle+body+gasket+automotive
21036|16274|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
21037|16275|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
21038|16275|Dielectric grease|https://www.amazon.com/s?k=Dielectric+grease+automotive
21248|16439|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
21249|16440|Electronic throttle body assembly|https://www.amazon.com/s?k=Electronic+throttle+body+assembly+automotive
21250|16440|Accelerator pedal position sensor assembly|https://www.amazon.com/s?k=Accelerator+pedal+position+sensor+assembly+automotive
21251|16441|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
21260|16448|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
21261|16449|Electronic throttle body assembly|https://www.amazon.com/s?k=Electronic+throttle+body+assembly+automotive
21262|16449|Accelerator pedal position sensor assembly|https://www.amazon.com/s?k=Accelerator+pedal+position+sensor+assembly+automotive
21263|16450|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
21572|16678|Coolant (OEM-spec type)|https://www.amazon.com/s?k=Coolant+%28OEM-spec+type%29+automotive
21573|16679|Engine thermostat|https://www.amazon.com/s?k=Engine+thermostat+automotive
21574|16679|Thermostat housing gasket/seal|https://www.amazon.com/s?k=Thermostat+housing+gasket%2Fseal+automotive
21575|16680|Water pump|https://www.amazon.com/s?k=Water+pump+automotive
21576|16680|Water pump gasket|https://www.amazon.com/s?k=Water+pump+gasket+automotive
21597|16696|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
21598|16696|PCV hose|https://www.amazon.com/s?k=PCV+hose+automotive
21599|16697|Fuel filter|https://www.amazon.com/s?k=Fuel+filter+automotive
21600|16697|Fuel pump assembly (if weak)|https://www.amazon.com/s?k=Fuel+pump+assembly+%28if+weak%29+automotive
21601|16698|Exhaust manifold gasket|https://www.amazon.com/s?k=Exhaust+manifold+gasket+automotive
21602|16698|Exhaust manifold stud/nut set|https://www.amazon.com/s?k=Exhaust+manifold+stud%2Fnut+set+automotive
21661|16739|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
21662|16740|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
21663|16740|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
21664|16741|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
22823|17493|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
22824|17494|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
22825|17494|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
22826|17495|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
36842|28288|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
36843|28288|Battery terminal cleaning brush|https://www.amazon.com/s?k=Battery+terminal+cleaning+brush+automotive
36844|28289|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
36845|28289|Dielectric grease pack|https://www.amazon.com/s?k=Dielectric+grease+pack+automotive
36846|28290|High-temperature automotive wire|https://www.amazon.com/s?k=High-temperature+automotive+wire+automotive
36847|28290|Adhesive-lined heat-shrink splice kit (high-temp)|https://www.amazon.com/s?k=Adhesive-lined+heat-shrink+splice+kit+%28high-temp%29+automotive
36848|28291|Replacement module or sensor (OEM specific)|https://www.amazon.com/s?k=Replacement+module+or+sensor+%28OEM+specific%29+automotive
36849|28291|Programming/subscription session|https://www.amazon.com/s?k=Programming%2Fsubscription+session+automotive
36850|28292|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
36851|28292|Battery terminal cleaning brush|https://www.amazon.com/s?k=Battery+terminal+cleaning+brush+automotive
36852|28293|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
36853|28293|Dielectric grease pack|https://www.amazon.com/s?k=Dielectric+grease+pack+automotive
36854|28294|High-temperature automotive wire|https://www.amazon.com/s?k=High-temperature+automotive+wire+automotive
36855|28294|Adhesive-lined heat-shrink splice kit (high-temp)|https://www.amazon.com/s?k=Adhesive-lined+heat-shrink+splice+kit+%28high-temp%29+automotive
36856|28295|Replacement module or sensor (OEM specific)|https://www.amazon.com/s?k=Replacement+module+or+sensor+%28OEM+specific%29+automotive
36857|28295|Programming/subscription session|https://www.amazon.com/s?k=Programming%2Fsubscription+session+automotive
37103|28420|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
37104|28420|Dielectric grease pack|https://www.amazon.com/s?k=Dielectric+grease+pack+automotive
37105|28421|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
37106|28421|Anti-corrosion terminal compound|https://www.amazon.com/s?k=Anti-corrosion+terminal+compound+automotive
37107|28422|Automotive wire (under-body rated)|https://www.amazon.com/s?k=Automotive+wire+%28under-body+rated%29+automotive
37108|28422|Adhesive-lined heat-shrink splice kit|https://www.amazon.com/s?k=Adhesive-lined+heat-shrink+splice+kit+automotive
37109|28422|Harness routing clips|https://www.amazon.com/s?k=Harness+routing+clips+automotive
37110|28423|Replacement control module|https://www.amazon.com/s?k=Replacement+control+module+automotive
37111|28423|Programming/subscription session|https://www.amazon.com/s?k=Programming%2Fsubscription+session+automotive
45037|33105|HV contactor terminal kit|https://www.amazon.com/s?k=HV+contactor+terminal+kit+automotive
45038|33106|Insulated HV service gloves|https://www.amazon.com/s?k=Insulated+HV+service+gloves+automotive
45039|33107|Rated HV multimeter|https://www.amazon.com/s?k=Rated+HV+multimeter+automotive
45044|33111|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
45045|33111|PCV hose|https://www.amazon.com/s?k=PCV+hose+automotive
45046|33112|Fuel filter|https://www.amazon.com/s?k=Fuel+filter+automotive
45047|33112|Fuel pump assembly (if weak)|https://www.amazon.com/s?k=Fuel+pump+assembly+%28if+weak%29+automotive
45048|33113|Exhaust manifold gasket|https://www.amazon.com/s?k=Exhaust+manifold+gasket+automotive
45049|33113|Exhaust manifold stud/nut set|https://www.amazon.com/s?k=Exhaust+manifold+stud%2Fnut+set+automotive
45061|33120|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
45062|33121|Fuel injector|https://www.amazon.com/s?k=Fuel+injector+automotive
45063|33121|Injector seal/washer kit|https://www.amazon.com/s?k=Injector+seal%2Fwasher+kit+automotive
45064|33122|Fuel pressure regulator|https://www.amazon.com/s?k=Fuel+pressure+regulator+automotive
45065|33122|Regulator seal kit|https://www.amazon.com/s?k=Regulator+seal+kit+automotive
50427|37243|Crankshaft position sensor|https://www.amazon.com/s?k=Crankshaft+position+sensor+automotive
50428|37243|Camshaft position sensor|https://www.amazon.com/s?k=Camshaft+position+sensor+automotive
50429|37244|Timing chain/belt kit (chain or belt, tensioner, guides)|https://www.amazon.com/s?k=Timing+chain%2Fbelt+kit+%28chain+or+belt%2C+tensioner%2C+guides%29+automotive
50430|37245|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
51135|37848|OBD-II scan tool|https://www.amazon.com/s?k=OBD-II+scan+tool+automotive
51136|37849|Ohmmeter|https://www.amazon.com/s?k=Ohmmeter+automotive
51137|37849|VATS-coded replacement key blank|https://www.amazon.com/s?k=VATS-coded+replacement+key+blank+automotive
51138|37849|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
51139|37850|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
51140|37850|Passlock lock-cylinder sensor|https://www.amazon.com/s?k=Passlock+lock-cylinder+sensor+automotive
51141|37851|Wiring pigtail connector|https://www.amazon.com/s?k=Wiring+pigtail+connector+automotive
51142|37851|Body control module|https://www.amazon.com/s?k=Body+control+module+automotive
51143|37851|OBD-II scan tool with security access|https://www.amazon.com/s?k=OBD-II+scan+tool+with+security+access+automotive
53393|39626|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
53394|39626|Battery terminal cleaning brush|https://www.amazon.com/s?k=Battery+terminal+cleaning+brush+automotive
53395|39627|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
53396|39627|Dielectric grease pack|https://www.amazon.com/s?k=Dielectric+grease+pack+automotive
53397|39628|High-temperature automotive wire|https://www.amazon.com/s?k=High-temperature+automotive+wire+automotive
53398|39628|Adhesive-lined heat-shrink splice kit (high-temp)|https://www.amazon.com/s?k=Adhesive-lined+heat-shrink+splice+kit+%28high-temp%29+automotive
53399|39629|Replacement module or sensor (OEM specific)|https://www.amazon.com/s?k=Replacement+module+or+sensor+%28OEM+specific%29+automotive
53400|39629|Programming/subscription session|https://www.amazon.com/s?k=Programming%2Fsubscription+session+automotive
53448|39667|OBD-II scan tool|https://www.amazon.com/s?k=OBD-II+scan+tool+automotive
53449|39668|Automotive battery tester|https://www.amazon.com/s?k=Automotive+battery+tester+automotive
53450|39669|Professional bi-directional scan tool|https://www.amazon.com/s?k=Professional+bi-directional+scan+tool+automotive
53566|39762|Silicone-free RTV sealant (for future repairs)|https://www.amazon.com/s?k=Silicone-free+RTV+sealant+%28for+future+repairs%29+automotive
53567|39763|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
53568|39763|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
53569|39764|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
57651|42967|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
57652|42968|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
57653|42968|Coil boot/seal kit|https://www.amazon.com/s?k=Coil+boot%2Fseal+kit+automotive
57654|42969|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
57655|42970|Ignition control module|https://www.amazon.com/s?k=Ignition+control+module+automotive
59230|44232|Engine oil (specified viscosity)|https://www.amazon.com/s?k=Engine+oil+%28specified+viscosity%29+automotive
59231|44232|Oil filter|https://www.amazon.com/s?k=Oil+filter+automotive
59232|44233|VTEC oil pressure switch|https://www.amazon.com/s?k=VTEC+oil+pressure+switch+automotive
59233|44234|VTEC oil strainer screen|https://www.amazon.com/s?k=VTEC+oil+strainer+screen+automotive
59234|44234|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
59235|44234|Bi-directional scan tool|https://www.amazon.com/s?k=Bi-directional+scan+tool+automotive
59236|44235|Wiring repair kit|https://www.amazon.com/s?k=Wiring+repair+kit+automotive
59237|44235|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
61740|46167|OBD-II scan tool|https://www.amazon.com/s?k=OBD-II+scan+tool+automotive
61741|46168|Automotive battery tester|https://www.amazon.com/s?k=Automotive+battery+tester+automotive
61742|46169|Professional bi-directional scan tool|https://www.amazon.com/s?k=Professional+bi-directional+scan+tool+automotive
66914|50248|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
66915|50249|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
66916|50249|Coil boot/seal kit|https://www.amazon.com/s?k=Coil+boot%2Fseal+kit+automotive
66917|50250|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
66918|50251|Ignition control module|https://www.amazon.com/s?k=Ignition+control+module+automotive
72272|54514|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
72273|54515|Barometric pressure sensor|https://www.amazon.com/s?k=Barometric+pressure+sensor+automotive
72274|54516|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
72275|54517|Engine control module (ECM)|https://www.amazon.com/s?k=Engine+control+module+%28ECM%29+automotive
72325|54556|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
72326|54556|Relay (O2 heater circuit)|https://www.amazon.com/s?k=Relay+%28O2+heater+circuit%29+automotive
72327|54557|Oxygen sensor (heated, bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28heated%2C+bank%2Fposition-specific%29+automotive
72328|54557|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
72329|54558|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
72602|54751|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
72603|54752|Throttle body cleaner spray|https://www.amazon.com/s?k=Throttle+body+cleaner+spray+automotive
72604|54753|Fuel injector (as needed by bank)|https://www.amazon.com/s?k=Fuel+injector+%28as+needed+by+bank%29+automotive
