fix_id|code_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
5066|1441|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
5187|1472|Inspect and reseat the knock sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the knock sensor(s), usually threaded into the block under the intake manifold • 2. Unplug and inspect for oil contamination or corroded pins • 3. Clean contacts and reseat the connector • 4. Clear the code and monitor knock counts on a scan tool
5188|1472|Replace the knock sensor at correct torque spec|2|Moderate DIY|30.0|100.0|1.2|1. Remove the intake manifold or components blocking sensor access • 2. Unbolt the failed knock sensor • 3. Install the replacement and torque to the exact factory spec (over- or under-torquing causes false readings) • 4. Reconnect, clear codes, and verify signal activity while revving the engine
5189|1472|Repair knock sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal and shield/ground legs at the sensor connector • 2. Voltage-drop test the harness back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk, shielded splices • 4. Confirm a clean knock signal waveform on a scope
5190|1472|Diagnose knock control module/ECM internal fault|4|Professional Required|15.0|250.0|1.5|1. Confirm all sensors and wiring test good in isolation • 2. Check for a shared power/ground fault affecting the knock control circuit • 3. Update or reflash ECM software if a known knock-strategy bulletin applies • 4. Replace the ECM only after all external causes are ruled out
5251|1488|Inspect and reseat the crankshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor near the crank pulley or bellhousing • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat until it clicks • 4. Clear the code and crank the engine to verify a start
5252|1488|Replace the crankshaft position sensor|2|Moderate DIY|30.0|140.0|0.7|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the reluctor wheel/tone ring for damaged teeth or debris • 3. Install the replacement sensor, setting the air gap per spec if not self-adjusting • 4. Clear codes and confirm a stable RPM signal at idle and under load
5253|1488|Repair crankshaft position sensor circuit wiring|3|Professional Required|10.0|65.0|1.4|1. Back-probe the signal, shield, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
5254|1488|Clean or replace a damaged reluctor wheel/tone ring|4|Professional Required|40.0|300.0|2.5|1. Remove the sensor and inspect the reluctor wheel through the access bore or with the crank pulley/cover removed • 2. Clean off accumulated debris or rust • 3. Replace a reluctor wheel with bent, missing, or chipped teeth • 4. Reinstall the sensor, reset the gap, and verify a clean signal
5294|1499|Inspect and reseat the camshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor at the valve cover, timing cover, or distributor housing per platform • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat fully • 4. Clear the code and verify the engine restarts promptly
5295|1499|Replace the camshaft position sensor|2|Moderate DIY|25.0|130.0|0.6|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the O-ring and trigger wheel for wear or debris • 3. Install the replacement sensor with a fresh O-ring • 4. Clear codes and confirm cylinder identification on a scan tool
5296|1499|Repair camshaft position sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal, reference, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
5297|1499|Inspect the camshaft trigger wheel for timing-related damage|4|Professional Required|60.0|400.0|3.0|1. Remove valve cover components as needed to view the trigger wheel • 2. Check for chipped, bent, or slipped trigger wheel teeth from a prior timing chain/belt issue • 3. Correct the underlying timing fault and replace a damaged trigger wheel • 4. Reinstall the sensor and verify cam-crank correlation with a scan tool
5298|1500|Inspect and reseat the camshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor at the valve cover, timing cover, or distributor housing per platform • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat fully • 4. Clear the code and verify the engine restarts promptly
5299|1500|Replace the camshaft position sensor|2|Moderate DIY|25.0|130.0|0.6|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the O-ring and trigger wheel for wear or debris • 3. Install the replacement sensor with a fresh O-ring • 4. Clear codes and confirm cylinder identification on a scan tool
5300|1500|Repair camshaft position sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal, reference, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
5301|1500|Inspect the camshaft trigger wheel for timing-related damage|4|Professional Required|60.0|400.0|3.0|1. Remove valve cover components as needed to view the trigger wheel • 2. Check for chipped, bent, or slipped trigger wheel teeth from a prior timing chain/belt issue • 3. Correct the underlying timing fault and replace a damaged trigger wheel • 4. Reinstall the sensor and verify cam-crank correlation with a scan tool
6037|1689|Clean the EGR valve and passages of carbon buildup|1|Moderate DIY|20.0|80.0|1.5|1. Remove the EGR valve from the intake manifold • 2. Scrape and solvent-clean carbon deposits from the valve pintle and seat • 3. Clean or snake out the connecting EGR passages/tube • 4. Reinstall with a new gasket and clear codes
6038|1689|Inspect and clean the EGR cooler for restriction|2|Moderate DIY|30.0|150.0|2.0|1. Locate and remove the EGR cooler from the exhaust/coolant circuit • 2. Inspect for soot buildup restricting the internal passages • 3. Clean with an approved solvent or replace if clogged/cracked internally • 4. Reinstall with new gaskets/clamps and clear codes
6039|1689|Test EGR valve position sensor tracking and valve travel|3|Moderate DIY|15.0|60.0|1.0|1. Command the EGR valve through its full range with a scan tool • 2. Monitor commanded vs. actual position sensor feedback • 3. Replace the valve if it does not reach commanded positions or the sensor does not track smoothly • 4. Clear the code and verify flow response
6040|1689|Replace a mechanically stuck or worn EGR valve|4|Moderate DIY|80.0|350.0|1.3|1. Confirm cleaning did not restore free valve movement • 2. Remove and replace the EGR valve assembly • 3. Install with a new gasket and torque to spec • 4. Clear codes and verify commanded flow is achieved
6041|1690|Clean the EGR valve and passages of carbon buildup|1|Moderate DIY|20.0|80.0|1.5|1. Remove the EGR valve from the intake manifold • 2. Scrape and solvent-clean carbon deposits from the valve pintle and seat • 3. Clean or snake out the connecting EGR passages/tube • 4. Reinstall with a new gasket and clear codes
6042|1690|Inspect and clean the EGR cooler for restriction|2|Moderate DIY|30.0|150.0|2.0|1. Locate and remove the EGR cooler from the exhaust/coolant circuit • 2. Inspect for soot buildup restricting the internal passages • 3. Clean with an approved solvent or replace if clogged/cracked internally • 4. Reinstall with new gaskets/clamps and clear codes
6043|1690|Test EGR valve position sensor tracking and valve travel|3|Moderate DIY|15.0|60.0|1.0|1. Command the EGR valve through its full range with a scan tool • 2. Monitor commanded vs. actual position sensor feedback • 3. Replace the valve if it does not reach commanded positions or the sensor does not track smoothly • 4. Clear the code and verify flow response
6044|1690|Replace a mechanically stuck or worn EGR valve|4|Moderate DIY|80.0|350.0|1.3|1. Confirm cleaning did not restore free valve movement • 2. Remove and replace the EGR valve assembly • 3. Install with a new gasket and torque to spec • 4. Clear codes and verify commanded flow is achieved
6045|1691|Inspect and reseat the EGR valve/throttle connector|1|Easy DIY|5.0|20.0|0.4|1. Locate the EGR valve or EGR throttle connector • 2. Unplug and inspect for carbon contamination or corroded pins • 3. Clean contacts and reseat fully • 4. Clear the code and command the valve with a scan tool
6046|1691|Free a carbon-stuck EGR valve/throttle and clean the bore|2|Moderate DIY|20.0|90.0|1.4|1. Remove the valve or throttle body from its mounting • 2. Scrape and solvent-clean carbon from the pintle/plate and bore • 3. Verify smooth full-range movement by hand before reinstalling • 4. Reinstall with a new gasket, clear codes, and command through full range
6047|1691|Replace the EGR control valve/throttle solenoid or motor|3|Moderate DIY|60.0|300.0|1.3|1. Confirm cleaning did not restore proper electrical/mechanical response • 2. Remove and replace the valve/throttle assembly • 3. Install with a new gasket, torqued to spec • 4. Clear codes and verify commanded vs. actual position match
6048|1691|Repair EGR control circuit wiring back to the ECM|4|Professional Required|10.0|65.0|1.4|1. Back-probe the control and feedback legs at the connector • 2. Voltage-drop test the harness back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Clear codes and confirm clean commanded/actual position tracking
6101|1705|Inspect AIR delivery hoses and check valves|1|Easy DIY|15.0|50.0|0.7|1. Inspect the air delivery hose from the pump to the exhaust manifold for collapse, cracking, or disconnection • 2. Check the one-way check valve for exhaust blow-by damage • 3. Replace any damaged hose or check valve • 4. Clear the code and verify airflow with the system commanded on
6102|1705|Test and replace the AIR switching/combination valve|2|Moderate DIY|40.0|180.0|1.0|1. Command the switching valve with a scan tool while listening/feeling for valve movement • 2. Inspect the valve and its connector for carbon or corrosion • 3. Replace a valve that does not switch cleanly • 4. Clear codes and verify flow direction changes correctly
6103|1705|Replace a seized or weak secondary air injection pump|3|Moderate DIY|80.0|350.0|1.2|1. Command the AIR pump on with a scan tool and listen/feel for operation • 2. Check the pump relay and fuse if it does not run • 3. Replace a pump that is seized, noisy, or produces insufficient flow • 4. Clear codes and verify flow readings meet spec
6104|1705|Repair AIR system control circuit wiring|4|Professional Required|10.0|65.0|1.3|1. Back-probe the control legs at the pump/valve connector • 2. Voltage-drop test the harness back to the ECM/relay • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Clear codes and confirm the system responds to commands
6161|1720|Inspect for exhaust leaks near the oxygen sensors|1|Easy DIY|10.0|60.0|0.8|1. Inspect the exhaust manifold, downpipe, and catalyst housing welds/gaskets for leaks near the O2 sensor bungs • 2. Repair any leak found with a new gasket or weld repair • 3. Clear the code and complete a catalyst monitor drive cycle
6162|1720|Correct an underlying rich/lean fuel condition first|2|Moderate DIY|15.0|100.0|1.0|1. Check for stored fuel trim, misfire, or O2 sensor codes alongside the catalyst code • 2. Repair the root fuel/ignition fault (it can chemically damage a good catalyst if left unaddressed) • 3. Clear the code and monitor fuel trims before assuming the catalyst itself is bad
6163|1720|Replace the catalytic converter|3|Professional Required|250.0|1500.0|2.0|1. Confirm no upstream fault is masquerading as a catalyst fault • 2. Remove the old converter, cutting welded joints or unbolting flanges as applicable • 3. Install a CARB/EPA-compliant replacement converter for the application • 4. Clear codes and complete the catalyst monitor drive cycle to confirm the fix
6164|1720|Address oil or coolant consumption poisoning the catalyst|4|Professional Required|100.0|900.0|3.0|1. Check for blue (oil) or white sweet-smelling (coolant) exhaust smoke • 2. Diagnose and repair the oil-burning or coolant-leak source (valve seals, rings, head gasket) • 3. Replace the poisoned catalytic converter after the root cause is fixed • 4. Clear codes and verify the catalyst monitor passes
6225|1736|Inspect for exhaust leaks near the oxygen sensors|1|Easy DIY|10.0|60.0|0.8|1. Inspect the exhaust manifold, downpipe, and catalyst housing welds/gaskets for leaks near the O2 sensor bungs • 2. Repair any leak found with a new gasket or weld repair • 3. Clear the code and complete a catalyst monitor drive cycle
6226|1736|Correct an underlying rich/lean fuel condition first|2|Moderate DIY|15.0|100.0|1.0|1. Check for stored fuel trim, misfire, or O2 sensor codes alongside the catalyst code • 2. Repair the root fuel/ignition fault (it can chemically damage a good catalyst if left unaddressed) • 3. Clear the code and monitor fuel trims before assuming the catalyst itself is bad
6227|1736|Replace the catalytic converter|3|Professional Required|250.0|1500.0|2.0|1. Confirm no upstream fault is masquerading as a catalyst fault • 2. Remove the old converter, cutting welded joints or unbolting flanges as applicable • 3. Install a CARB/EPA-compliant replacement converter for the application • 4. Clear codes and complete the catalyst monitor drive cycle to confirm the fix
6228|1736|Address oil or coolant consumption poisoning the catalyst|4|Professional Required|100.0|900.0|3.0|1. Check for blue (oil) or white sweet-smelling (coolant) exhaust smoke • 2. Diagnose and repair the oil-burning or coolant-leak source (valve seals, rings, head gasket) • 3. Replace the poisoned catalytic converter after the root cause is fixed • 4. Clear codes and verify the catalyst monitor passes
6289|1752|Inspect and reseat or replace fuel filler cap|1|Easy DIY|10.0|25.0|0.2|1. Inspect the filler cap gasket for cracks or dry rot • 2. Reseat the cap until it clicks • 3. Clear the code and complete an EVAP drive cycle • 4. Replace the cap if the code returns
6290|1752|Smoke-test EVAP system and replace leaking hose|2|Moderate DIY|15.0|60.0|1.0|1. Connect a smoke machine to the EVAP service port • 2. Watch for smoke at hose unions, the canister, and the filler neck • 3. Replace the leaking hose or seal • 4. Re-test until the system holds pressure
6291|1752|Replace EVAP purge solenoid valve|3|Moderate DIY|25.0|90.0|0.6|1. Locate the purge solenoid on the engine-side EVAP line • 2. Verify it holds vacuum when de-energized with a hand pump • 3. Replace the solenoid and clip the harness • 4. Clear the code and re-run the EVAP monitor
6292|1752|Replace charcoal canister / vent valve assembly|4|Professional Required|90.0|350.0|1.8|1. Raise the vehicle and remove the canister shield • 2. Test the vent valve for sealing with a scan-tool actuator command • 3. Replace the canister or vent valve assembly • 4. Verify the leak-detection monitor passes
6293|1753|Inspect the purge line for kinks, collapse, or restriction|1|Easy DIY|10.0|40.0|0.6|1. Trace the purge line from the canister to the intake/throttle body • 2. Look for a kinked, collapsed, or pinched section, especially near heat sources • 3. Replace the damaged hose section • 4. Clear the code and monitor purge flow on a scan tool
6294|1753|Test and replace a leaking or sticking purge solenoid|2|Moderate DIY|25.0|100.0|0.7|1. Command the purge solenoid with a scan tool while monitoring flow/vacuum • 2. Bench-test the solenoid for proper sealing when de-energized and full flow when energized • 3. Replace a solenoid that leaks or restricts flow • 4. Clear codes and verify purge flow matches command
6295|1753|Clean or replace a restricted charcoal canister|3|Moderate DIY|60.0|220.0|1.2|1. Remove the canister and inspect for saturated or degraded carbon media restricting flow • 2. Replace the canister if internally restricted • 3. Reinstall with new seals • 4. Clear the code and verify purge flow normalizes
6296|1753|Replace the EVAP purge flow sensor if flow readings disagree with actual flow|4|Moderate DIY|40.0|150.0|0.8|1. Compare the purge flow sensor's reading against a known commanded duty cycle • 2. Inspect the sensor's connector and mounting for damage • 3. Replace the sensor if it reads inconsistently with actual system behavior • 4. Clear codes and verify flow data now tracks correctly
6297|1754|Inspect and reseat or replace fuel filler cap|1|Easy DIY|10.0|25.0|0.2|1. Inspect the filler cap gasket for cracks or dry rot • 2. Reseat the cap until it clicks • 3. Clear the code and complete an EVAP drive cycle • 4. Replace the cap if the code returns
6298|1754|Smoke-test EVAP system and replace leaking hose|2|Moderate DIY|15.0|60.0|1.0|1. Connect a smoke machine to the EVAP service port • 2. Watch for smoke at hose unions, the canister, and the filler neck • 3. Replace the leaking hose or seal • 4. Re-test until the system holds pressure
6299|1754|Replace EVAP purge solenoid valve|3|Moderate DIY|25.0|90.0|0.6|1. Locate the purge solenoid on the engine-side EVAP line • 2. Verify it holds vacuum when de-energized with a hand pump • 3. Replace the solenoid and clip the harness • 4. Clear the code and re-run the EVAP monitor
6300|1754|Replace charcoal canister / vent valve assembly|4|Professional Required|90.0|350.0|1.8|1. Raise the vehicle and remove the canister shield • 2. Test the vent valve for sealing with a scan-tool actuator command • 3. Replace the canister or vent valve assembly • 4. Verify the leak-detection monitor passes
6313|1758|Inspect and reseat the vent solenoid connector|1|Easy DIY|5.0|15.0|0.3|1. Locate the vent solenoid, typically near the charcoal canister under the vehicle • 2. Unplug and inspect for corrosion, mud, or road-spray damage • 3. Clean contacts and reseat fully • 4. Clear the code and command the valve with a scan tool
6314|1758|Replace the EVAP vent control solenoid|2|Moderate DIY|30.0|120.0|0.7|1. Disconnect the vent solenoid's air inlet and electrical connector • 2. Verify sealing and switching function with a hand pump before condemning it • 3. Install the replacement solenoid • 4. Clear the code and re-run the EVAP monitor
6315|1758|Clear debris or ice blocking the vent valve|3|Easy DIY|5.0|20.0|0.5|1. Locate the vent solenoid's fresh-air inlet filter/port • 2. Clear mud, leaves, or ice blocking the intake • 3. Verify free valve movement by hand or with a scan-tool command • 4. Clear the code and re-run the EVAP monitor
6316|1758|Repair vent solenoid circuit wiring|4|Professional Required|10.0|60.0|1.2|1. Back-probe the control leg at the vent solenoid connector • 2. Voltage-drop test the circuit back to the ECM and to chassis ground • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Clear codes and confirm the vent valve opens and closes cleanly on command
6373|1773|Check for a missing, damaged, or off-track fuel filler cap|1|Easy DIY|5.0|25.0|0.2|1. Confirm the fuel cap is present, undamaged, and threaded on correctly • 2. Replace a cracked or missing cap • 3. Clear the code and complete an EVAP drive cycle
6374|1773|Locate and repair a disconnected or split EVAP hose|2|Moderate DIY|10.0|60.0|0.8|1. Visually trace the EVAP hose routing from the tank to the canister and engine • 2. Look for a hose knocked loose, split, or chewed by rodents • 3. Reconnect or replace the damaged section • 4. Smoke-test to confirm the leak is closed
6375|1773|Replace a failed-open EVAP canister vent valve|3|Moderate DIY|60.0|250.0|1.2|1. Command the vent valve closed with a scan tool and verify it holds vacuum with a hand pump • 2. Replace a valve that will not seal • 3. Reinstall and clear codes • 4. Re-run the EVAP monitor to confirm the large-leak fault clears
6376|1773|Pressure/vacuum-test the fuel tank and sending unit seal|4|Professional Required|40.0|300.0|1.5|1. Apply controlled test pressure/vacuum to the fuel tank via the service port • 2. Monitor for a leak at the fuel sending unit seal or tank seam • 3. Replace the sending unit seal or repair the tank as needed • 4. Clear codes and confirm the system holds
6377|1774|Inspect and reseat or replace fuel filler cap|1|Easy DIY|10.0|25.0|0.2|1. Inspect the filler cap gasket for cracks or dry rot • 2. Reseat the cap until it clicks • 3. Clear the code and complete an EVAP drive cycle • 4. Replace the cap if the code returns
6378|1774|Smoke-test EVAP system and replace leaking hose|2|Moderate DIY|15.0|60.0|1.0|1. Connect a smoke machine to the EVAP service port • 2. Watch for smoke at hose unions, the canister, and the filler neck • 3. Replace the leaking hose or seal • 4. Re-test until the system holds pressure
6379|1774|Replace EVAP purge solenoid valve|3|Moderate DIY|25.0|90.0|0.6|1. Locate the purge solenoid on the engine-side EVAP line • 2. Verify it holds vacuum when de-energized with a hand pump • 3. Replace the solenoid and clip the harness • 4. Clear the code and re-run the EVAP monitor
6380|1774|Replace charcoal canister / vent valve assembly|4|Professional Required|90.0|350.0|1.8|1. Raise the vehicle and remove the canister shield • 2. Test the vent valve for sealing with a scan-tool actuator command • 3. Replace the canister or vent valve assembly • 4. Verify the leak-detection monitor passes
6381|1775|Inspect and reseat or replace fuel filler cap|1|Easy DIY|10.0|25.0|0.2|1. Inspect the filler cap gasket for cracks or dry rot • 2. Reseat the cap until it clicks • 3. Clear the code and complete an EVAP drive cycle • 4. Replace the cap if the code returns
6382|1775|Smoke-test EVAP system and replace leaking hose|2|Moderate DIY|15.0|60.0|1.0|1. Connect a smoke machine to the EVAP service port • 2. Watch for smoke at hose unions, the canister, and the filler neck • 3. Replace the leaking hose or seal • 4. Re-test until the system holds pressure
6383|1775|Replace EVAP purge solenoid valve|3|Moderate DIY|25.0|90.0|0.6|1. Locate the purge solenoid on the engine-side EVAP line • 2. Verify it holds vacuum when de-energized with a hand pump • 3. Replace the solenoid and clip the harness • 4. Clear the code and re-run the EVAP monitor
6384|1775|Replace charcoal canister / vent valve assembly|4|Professional Required|90.0|350.0|1.8|1. Raise the vehicle and remove the canister shield • 2. Test the vent valve for sealing with a scan-tool actuator command • 3. Replace the canister or vent valve assembly • 4. Verify the leak-detection monitor passes
7054|1944|Clean tone ring and inspect sensor air gap|1|Easy DIY|5.0|15.0|0.4|1. Locate the VSS at the transmission output shaft or transfer case • 2. Remove the sensor and inspect the tip for metal debris • 3. Clean the toothed reluctor wheel with brake cleaner • 4. Reinstall with correct air-gap spacer if equipped and clear the code
7055|1944|Repair or replace VSS connector and pigtail|2|Easy DIY|10.0|30.0|0.5|1. Unplug the VSS connector and check for corrosion or bent pins • 2. Clean contacts with electrical contact cleaner • 3. Replace a damaged pigtail with a soldered, heat-shrunk splice • 4. Verify a clean speed trace on a scan tool at a slow roll
7056|1944|Replace vehicle speed sensor|3|Moderate DIY|20.0|90.0|0.6|1. Disconnect the battery negative terminal • 2. Remove the sensor retaining bolt and pull the sensor from its bore • 3. Install the new sensor with a fresh O-ring seated fully • 4. Clear the code and confirm speedometer/cruise operation on a test drive
7057|1944|Diagnose and repair VSS harness wiring|4|Professional Required|15.0|60.0|1.2|1. Back-probe signal, reference, and ground at the ECM connector • 2. Trace the harness for chafe points near the transmission or subframe • 3. Repair with proper gauge wire and abrasion-resistant loom • 4. Road test through the full speed range while monitoring signal quality
7074|1949|Clean throttle body and IAC passage|1|Easy DIY|8.0|20.0|0.5|1. Remove the intake duct and IAC valve or throttle body cover • 2. Spray throttle-body cleaner into the idle air passage and throttle bore • 3. Wipe away carbon with a shop towel, avoiding the throttle plate seal edge • 4. Reinstall, reset idle relearn, and confirm idle stabilizes
7075|1949|Inspect and repair vacuum/intake leaks|2|Moderate DIY|10.0|60.0|1.0|1. Inspect all vacuum hoses, PCV lines, and intake gaskets for cracks • 2. Smoke-test or use a propane/carb-cleaner leak check at idle • 3. Replace any hose, gasket, or clamp found leaking • 4. Verify idle RPM and fuel trims return to normal
7076|1949|Replace idle air control valve/motor|3|Moderate DIY|30.0|140.0|0.7|1. Disconnect the battery negative terminal • 2. Unplug the IAC connector and remove its mounting screws • 3. Install the replacement valve with a new gasket • 4. Perform the ECM idle relearn procedure and road test
7077|1949|Diagnose IAC circuit wiring at the ECM|4|Professional Required|10.0|45.0|1.2|1. Back-probe the IAC driver circuits at the connector with a scan tool commanding sweep • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors • 4. Confirm commanded vs actual idle counts track together
7078|1950|Clean throttle body and IAC passage|1|Easy DIY|8.0|20.0|0.5|1. Remove the intake duct and IAC valve or throttle body cover • 2. Spray throttle-body cleaner into the idle air passage and throttle bore • 3. Wipe away carbon with a shop towel, avoiding the throttle plate seal edge • 4. Reinstall, reset idle relearn, and confirm idle stabilizes
7079|1950|Inspect and repair vacuum/intake leaks|2|Moderate DIY|10.0|60.0|1.0|1. Inspect all vacuum hoses, PCV lines, and intake gaskets for cracks • 2. Smoke-test or use a propane/carb-cleaner leak check at idle • 3. Replace any hose, gasket, or clamp found leaking • 4. Verify idle RPM and fuel trims return to normal
7080|1950|Replace idle air control valve/motor|3|Moderate DIY|30.0|140.0|0.7|1. Disconnect the battery negative terminal • 2. Unplug the IAC connector and remove its mounting screws • 3. Install the replacement valve with a new gasket • 4. Perform the ECM idle relearn procedure and road test
7081|1950|Diagnose IAC circuit wiring at the ECM|4|Professional Required|10.0|45.0|1.2|1. Back-probe the IAC driver circuits at the connector with a scan tool commanding sweep • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors • 4. Confirm commanded vs actual idle counts track together
7082|1951|Clean throttle body and IAC passage|1|Easy DIY|8.0|20.0|0.5|1. Remove the intake duct and IAC valve or throttle body cover • 2. Spray throttle-body cleaner into the idle air passage and throttle bore • 3. Wipe away carbon with a shop towel, avoiding the throttle plate seal edge • 4. Reinstall, reset idle relearn, and confirm idle stabilizes
7083|1951|Inspect and repair vacuum/intake leaks|2|Moderate DIY|10.0|60.0|1.0|1. Inspect all vacuum hoses, PCV lines, and intake gaskets for cracks • 2. Smoke-test or use a propane/carb-cleaner leak check at idle • 3. Replace any hose, gasket, or clamp found leaking • 4. Verify idle RPM and fuel trims return to normal
7084|1951|Replace idle air control valve/motor|3|Moderate DIY|30.0|140.0|0.7|1. Disconnect the battery negative terminal • 2. Unplug the IAC connector and remove its mounting screws • 3. Install the replacement valve with a new gasket • 4. Perform the ECM idle relearn procedure and road test
7085|1951|Diagnose IAC circuit wiring at the ECM|4|Professional Required|10.0|45.0|1.2|1. Back-probe the IAC driver circuits at the connector with a scan tool commanding sweep • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors • 4. Confirm commanded vs actual idle counts track together
7395|2042|Test battery condition and terminal connections|1|Easy DIY|5.0|25.0|0.4|1. Clean and tighten battery terminals and main ground straps • 2. Load-test the battery for cranking capacity • 3. Replace a battery that fails the load test • 4. Clear the code and recheck system voltage
7396|2042|Test charging system output under load|2|Easy DIY|5.0|30.0|0.5|1. Measure voltage at idle, at 2000 RPM, and with accessories loaded (headlights, blower, defrost) • 2. Compare to the expected 13.5-14.7V charging range • 3. Note whether voltage is chronically low, high, or unstable • 4. Proceed to the alternator or wiring repair matching the finding
7397|2042|Repair main power/ground straps and connections|3|Moderate DIY|15.0|60.0|1.0|1. Inspect engine-to-body and battery-to-chassis ground straps for corrosion • 2. Clean or replace corroded straps and terminals • 3. Verify voltage drop across each strap is under 0.2V while cranking • 4. Clear the code and retest
7398|2042|Diagnose parasitic draw or replace alternator|4|Professional Required|40.0|350.0|1.5|1. Measure key-off parasitic current draw and pull fuses to isolate an excessive draw • 2. Bench-test or load-test the alternator output and diode ripple • 3. Replace the alternator if output is deficient or a diode has failed • 4. Recheck system voltage stability across a full drive cycle
7399|2043|Test battery condition and terminal connections|1|Easy DIY|5.0|25.0|0.4|1. Clean and tighten battery terminals and main ground straps • 2. Load-test the battery for cranking capacity • 3. Replace a battery that fails the load test • 4. Clear the code and recheck system voltage
7400|2043|Test charging system output under load|2|Easy DIY|5.0|30.0|0.5|1. Measure voltage at idle, at 2000 RPM, and with accessories loaded (headlights, blower, defrost) • 2. Compare to the expected 13.5-14.7V charging range • 3. Note whether voltage is chronically low, high, or unstable • 4. Proceed to the alternator or wiring repair matching the finding
7401|2043|Repair main power/ground straps and connections|3|Moderate DIY|15.0|60.0|1.0|1. Inspect engine-to-body and battery-to-chassis ground straps for corrosion • 2. Clean or replace corroded straps and terminals • 3. Verify voltage drop across each strap is under 0.2V while cranking • 4. Clear the code and retest
7402|2043|Diagnose parasitic draw or replace alternator|4|Professional Required|40.0|350.0|1.5|1. Measure key-off parasitic current draw and pull fuses to isolate an excessive draw • 2. Bench-test or load-test the alternator output and diode ripple • 3. Replace the alternator if output is deficient or a diode has failed • 4. Recheck system voltage stability across a full drive cycle
7950|2201|Verify battery/charging voltage before further diagnosis|1|Easy DIY|5.0|25.0|0.3|1. Confirm battery voltage is above 12.4V and charging system output is normal • 2. Low or unstable voltage during a reflash can itself corrupt module memory, mimicking this fault • 3. Correct any battery/charging issue found • 4. Clear the code and retest
7951|2201|Reflash the control module to the latest calibration|2|Professional Required|5.0|150.0|1.0|1. Connect a scan tool with manufacturer reprogramming access on a stable power supply • 2. Reflash the module with the latest available calibration • 3. Clear codes and cycle the ignition • 4. Drive-cycle and confirm the fault does not return
7952|2201|Replace the control module|3|Professional Required|200.0|900.0|1.5|1. Confirm the fault persists after a successful reflash, indicating a hardware failure • 2. Disconnect the battery and remove the affected module • 3. Install and program the replacement module with the correct VIN/calibration • 4. Clear codes and verify normal operation across all monitored channels
7965|2206|Verify battery/charging voltage before further diagnosis|1|Easy DIY|5.0|25.0|0.3|1. Confirm battery voltage is above 12.4V and charging system output is normal • 2. Low or unstable voltage during a reflash can itself corrupt module memory, mimicking this fault • 3. Correct any battery/charging issue found • 4. Clear the code and retest
7966|2206|Reflash the control module to the latest calibration|2|Professional Required|5.0|150.0|1.0|1. Connect a scan tool with manufacturer reprogramming access on a stable power supply • 2. Reflash the module with the latest available calibration • 3. Clear codes and cycle the ignition • 4. Drive-cycle and confirm the fault does not return
7967|2206|Replace the control module|3|Professional Required|200.0|900.0|1.5|1. Confirm the fault persists after a successful reflash, indicating a hardware failure • 2. Disconnect the battery and remove the affected module • 3. Install and program the replacement module with the correct VIN/calibration • 4. Clear codes and verify normal operation across all monitored channels
