code_id|dtc_code|system_category|is_oem_specific|oem_make|fault_family|short_description|detailed_technical_explanation|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
1436|P0301|Powertrain|0||misfire_single_cylinder|Cylinder 1 Misfire Detected|Code P0301 (Cylinder 1 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5046|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1437|P0302|Powertrain|0||misfire_single_cylinder|Cylinder 2 Misfire Detected|Code P0302 (Cylinder 2 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5047|Swap spark plug and ignition coil to confirm the cylinder|1|Easy DIY|15.0|45.0|0.6|1. Remove the coil and plug from the misfiring cylinder • 2. Inspect the plug for fouling, wear, or an incorrect gap • 3. Swap the coil with a known-good adjacent cylinder's coil • 4. Clear the code and see if the misfire follows the coil or stays with the cylinder • 5. Replace the plug and/or coil based on the result
1437|P0302|Powertrain|0||misfire_single_cylinder|Cylinder 2 Misfire Detected|Code P0302 (Cylinder 2 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5048|Test and clean or replace the cylinder's fuel injector|2|Moderate DIY|40.0|180.0|1.0|1. Perform an injector balance or ohms test on the affected cylinder • 2. Swap the injector with a neighboring cylinder to see if the misfire follows • 3. Clean the injector on an ultrasonic bench or replace it • 4. Reinstall with new O-rings and clear codes
1437|P0302|Powertrain|0||misfire_single_cylinder|Cylinder 2 Misfire Detected|Code P0302 (Cylinder 2 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5049|Run a cylinder compression or leak-down test|3|Moderate DIY|20.0|80.0|1.5|1. Disable fuel and ignition for a dry compression test on all cylinders • 2. Compare the flagged cylinder's reading against its neighbors • 3. Add oil and retest (wet test) to isolate rings vs. valves • 4. Follow up with a leak-down test to confirm the exact leak path
1437|P0302|Powertrain|0||misfire_single_cylinder|Cylinder 2 Misfire Detected|Code P0302 (Cylinder 2 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5050|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1438|P0303|Powertrain|0||misfire_single_cylinder|Cylinder 3 Misfire Detected|Code P0303 (Cylinder 3 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5051|Swap spark plug and ignition coil to confirm the cylinder|1|Easy DIY|15.0|45.0|0.6|1. Remove the coil and plug from the misfiring cylinder • 2. Inspect the plug for fouling, wear, or an incorrect gap • 3. Swap the coil with a known-good adjacent cylinder's coil • 4. Clear the code and see if the misfire follows the coil or stays with the cylinder • 5. Replace the plug and/or coil based on the result
1438|P0303|Powertrain|0||misfire_single_cylinder|Cylinder 3 Misfire Detected|Code P0303 (Cylinder 3 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5052|Test and clean or replace the cylinder's fuel injector|2|Moderate DIY|40.0|180.0|1.0|1. Perform an injector balance or ohms test on the affected cylinder • 2. Swap the injector with a neighboring cylinder to see if the misfire follows • 3. Clean the injector on an ultrasonic bench or replace it • 4. Reinstall with new O-rings and clear codes
1438|P0303|Powertrain|0||misfire_single_cylinder|Cylinder 3 Misfire Detected|Code P0303 (Cylinder 3 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5053|Run a cylinder compression or leak-down test|3|Moderate DIY|20.0|80.0|1.5|1. Disable fuel and ignition for a dry compression test on all cylinders • 2. Compare the flagged cylinder's reading against its neighbors • 3. Add oil and retest (wet test) to isolate rings vs. valves • 4. Follow up with a leak-down test to confirm the exact leak path
1438|P0303|Powertrain|0||misfire_single_cylinder|Cylinder 3 Misfire Detected|Code P0303 (Cylinder 3 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5054|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1439|P0304|Powertrain|0||misfire_single_cylinder|Cylinder 4 Misfire Detected|Code P0304 (Cylinder 4 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5055|Swap spark plug and ignition coil to confirm the cylinder|1|Easy DIY|15.0|45.0|0.6|1. Remove the coil and plug from the misfiring cylinder • 2. Inspect the plug for fouling, wear, or an incorrect gap • 3. Swap the coil with a known-good adjacent cylinder's coil • 4. Clear the code and see if the misfire follows the coil or stays with the cylinder • 5. Replace the plug and/or coil based on the result
1439|P0304|Powertrain|0||misfire_single_cylinder|Cylinder 4 Misfire Detected|Code P0304 (Cylinder 4 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5056|Test and clean or replace the cylinder's fuel injector|2|Moderate DIY|40.0|180.0|1.0|1. Perform an injector balance or ohms test on the affected cylinder • 2. Swap the injector with a neighboring cylinder to see if the misfire follows • 3. Clean the injector on an ultrasonic bench or replace it • 4. Reinstall with new O-rings and clear codes
1439|P0304|Powertrain|0||misfire_single_cylinder|Cylinder 4 Misfire Detected|Code P0304 (Cylinder 4 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5057|Run a cylinder compression or leak-down test|3|Moderate DIY|20.0|80.0|1.5|1. Disable fuel and ignition for a dry compression test on all cylinders • 2. Compare the flagged cylinder's reading against its neighbors • 3. Add oil and retest (wet test) to isolate rings vs. valves • 4. Follow up with a leak-down test to confirm the exact leak path
1439|P0304|Powertrain|0||misfire_single_cylinder|Cylinder 4 Misfire Detected|Code P0304 (Cylinder 4 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5058|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1440|P0305|Powertrain|0||misfire_single_cylinder|Cylinder 5 Misfire Detected|Code P0305 (Cylinder 5 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5059|Swap spark plug and ignition coil to confirm the cylinder|1|Easy DIY|15.0|45.0|0.6|1. Remove the coil and plug from the misfiring cylinder • 2. Inspect the plug for fouling, wear, or an incorrect gap • 3. Swap the coil with a known-good adjacent cylinder's coil • 4. Clear the code and see if the misfire follows the coil or stays with the cylinder • 5. Replace the plug and/or coil based on the result
1440|P0305|Powertrain|0||misfire_single_cylinder|Cylinder 5 Misfire Detected|Code P0305 (Cylinder 5 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5060|Test and clean or replace the cylinder's fuel injector|2|Moderate DIY|40.0|180.0|1.0|1. Perform an injector balance or ohms test on the affected cylinder • 2. Swap the injector with a neighboring cylinder to see if the misfire follows • 3. Clean the injector on an ultrasonic bench or replace it • 4. Reinstall with new O-rings and clear codes
1440|P0305|Powertrain|0||misfire_single_cylinder|Cylinder 5 Misfire Detected|Code P0305 (Cylinder 5 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5061|Run a cylinder compression or leak-down test|3|Moderate DIY|20.0|80.0|1.5|1. Disable fuel and ignition for a dry compression test on all cylinders • 2. Compare the flagged cylinder's reading against its neighbors • 3. Add oil and retest (wet test) to isolate rings vs. valves • 4. Follow up with a leak-down test to confirm the exact leak path
1440|P0305|Powertrain|0||misfire_single_cylinder|Cylinder 5 Misfire Detected|Code P0305 (Cylinder 5 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5062|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1441|P0306|Powertrain|0||misfire_single_cylinder|Cylinder 6 Misfire Detected|Code P0306 (Cylinder 6 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5063|Swap spark plug and ignition coil to confirm the cylinder|1|Easy DIY|15.0|45.0|0.6|1. Remove the coil and plug from the misfiring cylinder • 2. Inspect the plug for fouling, wear, or an incorrect gap • 3. Swap the coil with a known-good adjacent cylinder's coil • 4. Clear the code and see if the misfire follows the coil or stays with the cylinder • 5. Replace the plug and/or coil based on the result
1441|P0306|Powertrain|0||misfire_single_cylinder|Cylinder 6 Misfire Detected|Code P0306 (Cylinder 6 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5064|Test and clean or replace the cylinder's fuel injector|2|Moderate DIY|40.0|180.0|1.0|1. Perform an injector balance or ohms test on the affected cylinder • 2. Swap the injector with a neighboring cylinder to see if the misfire follows • 3. Clean the injector on an ultrasonic bench or replace it • 4. Reinstall with new O-rings and clear codes
1441|P0306|Powertrain|0||misfire_single_cylinder|Cylinder 6 Misfire Detected|Code P0306 (Cylinder 6 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5065|Run a cylinder compression or leak-down test|3|Moderate DIY|20.0|80.0|1.5|1. Disable fuel and ignition for a dry compression test on all cylinders • 2. Compare the flagged cylinder's reading against its neighbors • 3. Add oil and retest (wet test) to isolate rings vs. valves • 4. Follow up with a leak-down test to confirm the exact leak path
1441|P0306|Powertrain|0||misfire_single_cylinder|Cylinder 6 Misfire Detected|Code P0306 (Cylinder 6 Misfire Detected) sets when the ECM's misfire monitor isolates repeated combustion events lost on one specific cylinder (or, for the unspecified variant, a single cylinder it cannot pin down). The diagnosis path is identical regardless of which cylinder number is reported: the fault lives in that cylinder's ignition, fuel delivery, or mechanical sealing, most commonly a fouled spark plug or failing coil, a clogged or leaking injector, or low compression from a burnt valve or worn rings.|5066|Inspect and replace a leaking or damaged cylinder head gasket/valve|4|Professional Required|150.0|900.0|4.5|1. Confirm the leak-down result points to a head gasket or valve seat • 2. Remove the valve cover/head as required for access • 3. Replace the head gasket or recondition the valve seat • 4. Reassemble to torque spec and verify compression returns to spec
1472|P0325|Powertrain|0||knock_sensor_circuit|Knock/Combustion Vibration Sensor A Circuit|Code P0325 (Knock/Combustion Vibration Sensor A Circuit) sets when the ECM detects an open circuit, out-of-range voltage, or a total loss of signal from a knock (combustion vibration) sensor used to retard timing and protect the engine from detonation, or when the overall knock control system itself reports an internal error. Physical causes are a failed piezoelectric sensor element, an improperly torqued sensor (knock sensors are torque-sensitive and read incorrectly if over- or under-tightened), or chafed/corroded wiring between the sensor and the ECM.|5187|Inspect and reseat the knock sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the knock sensor(s), usually threaded into the block under the intake manifold • 2. Unplug and inspect for oil contamination or corroded pins • 3. Clean contacts and reseat the connector • 4. Clear the code and monitor knock counts on a scan tool
1472|P0325|Powertrain|0||knock_sensor_circuit|Knock/Combustion Vibration Sensor A Circuit|Code P0325 (Knock/Combustion Vibration Sensor A Circuit) sets when the ECM detects an open circuit, out-of-range voltage, or a total loss of signal from a knock (combustion vibration) sensor used to retard timing and protect the engine from detonation, or when the overall knock control system itself reports an internal error. Physical causes are a failed piezoelectric sensor element, an improperly torqued sensor (knock sensors are torque-sensitive and read incorrectly if over- or under-tightened), or chafed/corroded wiring between the sensor and the ECM.|5188|Replace the knock sensor at correct torque spec|2|Moderate DIY|30.0|100.0|1.2|1. Remove the intake manifold or components blocking sensor access • 2. Unbolt the failed knock sensor • 3. Install the replacement and torque to the exact factory spec (over- or under-torquing causes false readings) • 4. Reconnect, clear codes, and verify signal activity while revving the engine
1472|P0325|Powertrain|0||knock_sensor_circuit|Knock/Combustion Vibration Sensor A Circuit|Code P0325 (Knock/Combustion Vibration Sensor A Circuit) sets when the ECM detects an open circuit, out-of-range voltage, or a total loss of signal from a knock (combustion vibration) sensor used to retard timing and protect the engine from detonation, or when the overall knock control system itself reports an internal error. Physical causes are a failed piezoelectric sensor element, an improperly torqued sensor (knock sensors are torque-sensitive and read incorrectly if over- or under-tightened), or chafed/corroded wiring between the sensor and the ECM.|5189|Repair knock sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal and shield/ground legs at the sensor connector • 2. Voltage-drop test the harness back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk, shielded splices • 4. Confirm a clean knock signal waveform on a scope
1472|P0325|Powertrain|0||knock_sensor_circuit|Knock/Combustion Vibration Sensor A Circuit|Code P0325 (Knock/Combustion Vibration Sensor A Circuit) sets when the ECM detects an open circuit, out-of-range voltage, or a total loss of signal from a knock (combustion vibration) sensor used to retard timing and protect the engine from detonation, or when the overall knock control system itself reports an internal error. Physical causes are a failed piezoelectric sensor element, an improperly torqued sensor (knock sensors are torque-sensitive and read incorrectly if over- or under-tightened), or chafed/corroded wiring between the sensor and the ECM.|5190|Diagnose knock control module/ECM internal fault|4|Professional Required|15.0|250.0|1.5|1. Confirm all sensors and wiring test good in isolation • 2. Check for a shared power/ground fault affecting the knock control circuit • 3. Update or reflash ECM software if a known knock-strategy bulletin applies • 4. Replace the ECM only after all external causes are ruled out
1488|P0335|Powertrain|0||crank_position_sensor_circuit|Crankshaft Position Sensor A Circuit|Code P0335 (Crankshaft Position Sensor A Circuit) sets when the ECM sees an open circuit, out-of-range voltage, no signal, or an erratic pulse pattern from a crankshaft position sensor (or, on older distributor-based ignition systems, the distributor's engine-speed pickup that serves the same function). Common causes are a sensor with too large an air gap to the reluctor wheel, metal debris bridging the sensor tip, a corroded connector, or chafed wiring between the sensor and the ECM.|5251|Inspect and reseat the crankshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor near the crank pulley or bellhousing • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat until it clicks • 4. Clear the code and crank the engine to verify a start
1488|P0335|Powertrain|0||crank_position_sensor_circuit|Crankshaft Position Sensor A Circuit|Code P0335 (Crankshaft Position Sensor A Circuit) sets when the ECM sees an open circuit, out-of-range voltage, no signal, or an erratic pulse pattern from a crankshaft position sensor (or, on older distributor-based ignition systems, the distributor's engine-speed pickup that serves the same function). Common causes are a sensor with too large an air gap to the reluctor wheel, metal debris bridging the sensor tip, a corroded connector, or chafed wiring between the sensor and the ECM.|5252|Replace the crankshaft position sensor|2|Moderate DIY|30.0|140.0|0.7|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the reluctor wheel/tone ring for damaged teeth or debris • 3. Install the replacement sensor, setting the air gap per spec if not self-adjusting • 4. Clear codes and confirm a stable RPM signal at idle and under load
1488|P0335|Powertrain|0||crank_position_sensor_circuit|Crankshaft Position Sensor A Circuit|Code P0335 (Crankshaft Position Sensor A Circuit) sets when the ECM sees an open circuit, out-of-range voltage, no signal, or an erratic pulse pattern from a crankshaft position sensor (or, on older distributor-based ignition systems, the distributor's engine-speed pickup that serves the same function). Common causes are a sensor with too large an air gap to the reluctor wheel, metal debris bridging the sensor tip, a corroded connector, or chafed wiring between the sensor and the ECM.|5253|Repair crankshaft position sensor circuit wiring|3|Professional Required|10.0|65.0|1.4|1. Back-probe the signal, shield, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
1488|P0335|Powertrain|0||crank_position_sensor_circuit|Crankshaft Position Sensor A Circuit|Code P0335 (Crankshaft Position Sensor A Circuit) sets when the ECM sees an open circuit, out-of-range voltage, no signal, or an erratic pulse pattern from a crankshaft position sensor (or, on older distributor-based ignition systems, the distributor's engine-speed pickup that serves the same function). Common causes are a sensor with too large an air gap to the reluctor wheel, metal debris bridging the sensor tip, a corroded connector, or chafed wiring between the sensor and the ECM.|5254|Clean or replace a damaged reluctor wheel/tone ring|4|Professional Required|40.0|300.0|2.5|1. Remove the sensor and inspect the reluctor wheel through the access bore or with the crank pulley/cover removed • 2. Clean off accumulated debris or rust • 3. Replace a reluctor wheel with bent, missing, or chipped teeth • 4. Reinstall the sensor, reset the gap, and verify a clean signal
1499|P0340|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Bank 1 or Single Sensor|Code P0340 (Camshaft Position Sensor A Circuit Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5294|Inspect and reseat the camshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor at the valve cover, timing cover, or distributor housing per platform • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat fully • 4. Clear the code and verify the engine restarts promptly
1499|P0340|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Bank 1 or Single Sensor|Code P0340 (Camshaft Position Sensor A Circuit Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5295|Replace the camshaft position sensor|2|Moderate DIY|25.0|130.0|0.6|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the O-ring and trigger wheel for wear or debris • 3. Install the replacement sensor with a fresh O-ring • 4. Clear codes and confirm cylinder identification on a scan tool
1499|P0340|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Bank 1 or Single Sensor|Code P0340 (Camshaft Position Sensor A Circuit Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5296|Repair camshaft position sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal, reference, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
1499|P0340|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Bank 1 or Single Sensor|Code P0340 (Camshaft Position Sensor A Circuit Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5297|Inspect the camshaft trigger wheel for timing-related damage|4|Professional Required|60.0|400.0|3.0|1. Remove valve cover components as needed to view the trigger wheel • 2. Check for chipped, bent, or slipped trigger wheel teeth from a prior timing chain/belt issue • 3. Correct the underlying timing fault and replace a damaged trigger wheel • 4. Reinstall the sensor and verify cam-crank correlation with a scan tool
1500|P0341|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor|Code P0341 (Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5298|Inspect and reseat the camshaft position sensor connector|1|Easy DIY|5.0|15.0|0.4|1. Locate the sensor at the valve cover, timing cover, or distributor housing per platform • 2. Unplug and inspect for oil intrusion or corroded pins • 3. Clean contacts and reseat fully • 4. Clear the code and verify the engine restarts promptly
1500|P0341|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor|Code P0341 (Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5299|Replace the camshaft position sensor|2|Moderate DIY|25.0|130.0|0.6|1. Remove the sensor's retaining bolt and withdraw it from its bore • 2. Inspect the O-ring and trigger wheel for wear or debris • 3. Install the replacement sensor with a fresh O-ring • 4. Clear codes and confirm cylinder identification on a scan tool
1500|P0341|Powertrain|0||cam_position_sensor_circuit|Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor|Code P0341 (Camshaft Position Sensor A Circuit Range/Performance Bank 1 or Single Sensor) sets when the ECM sees an open circuit, out-of-range voltage, or an erratic signal from the primary camshaft position sensor used for cylinder identification and cam-to-crank correlation — distinct from a VVT phaser's own actuator-position feedback sensor. Common causes are a corroded connector, a worn or contaminated reluctor/trigger wheel on the camshaft, an incorrect air gap, or chafed wiring between the sensor and the ECM.|5300|Repair camshaft position sensor circuit wiring|3|Professional Required|10.0|60.0|1.3|1. Back-probe the signal, reference, and ground legs at the sensor connector • 2. Voltage-drop test each leg back to the ECM • 3. Repair chafed or corroded conductors with soldered, heat-shrunk splices • 4. Confirm a clean signal waveform on a scope while cranking
