code_id|dtc_code|system_category|is_oem_specific|oem_make|fault_family|short_description|detailed_technical_explanation
4523|P2097|Powertrain|0||fuel_trim_rich|Post Catalyst Fuel Trim System Too Rich Bank 1|Code P2097 (Post Catalyst Fuel Trim System Too Rich Bank 1) sets when the ECM must remove more fuel than the calibrated limit allows to correct a rich condition on the indicated bank. Leading causes are a leaking fuel injector, a stuck-open fuel pressure regulator, a fouled MAF sensor overreporting airflow, or a failing fuel pressure sensor.
4629|P2101|Powertrain|0||throttle_actuator_motor_circuit|Throttle Actuator A Control Motor Circuit Range/Performance|P2101 (Throttle Actuator A Control Motor Circuit Range/Performance) is set when the drive-by-wire throttle actuator motor's control circuit reports an open winding, a short, an out-of-range current draw, or the throttle plate's measured position that does not track the commanded motor current. Carbon and oil-vapor buildup on the throttle bore increasing motor load, a worn brush-type motor drawing excess current, and a corroded connector at the throttle body are the leading physical causes.
4681|P2135|Powertrain|0||throttle_position_sensor_circuit|Throttle/Pedal Position Sensor/Switch A/B Voltage Correlation|Code P2135 (Throttle/Pedal Position Sensor/Switch A/B Voltage Correlation) sets when the ECM detects an open, shorted, or out-of-range voltage, or an implausible rate of change, from a throttle body or accelerator pedal position sensor channel. Causes are a worn sensor track, a corroded connector, or chafed wiring between the sensor and the ECM.
4684|P2138|Powertrain|0||throttle_position_sensor_circuit|Throttle/Pedal Position Sensor/Switch D/E Voltage Correlation|Code P2138 (Throttle/Pedal Position Sensor/Switch D/E Voltage Correlation) sets when the ECM detects an open, shorted, or out-of-range voltage, or an implausible rate of change, from a throttle body or accelerator pedal position sensor channel. Causes are a worn sensor track, a corroded connector, or chafed wiring between the sensor and the ECM.
4757|P2181|Powertrain|0||coolant_thermostat_performance|Cooling System Performance|Code P2181 (Cooling System Performance) sets when engine coolant fails to reach or maintain its regulating temperature within the expected time, or coolant flow/circulation is judged insufficient. Causes are a thermostat stuck open, a low coolant level, a failing water pump, or a chronically cold operating condition combined with a stuck-open thermostat.
4763|P2187|Powertrain|0||fuel_trim_lean|System Too Lean at Idle Bank 1|Code P2187 (System Too Lean at Idle Bank 1) sets when the ECM must add more fuel than the calibrated limit allows to correct a lean condition on the indicated bank. The leading causes are a vacuum or intake air leak downstream of the MAF, a weak fuel pump or clogged filter, or a leaking exhaust manifold gasket confusing the upstream O2 sensor.
4777|P2195|Powertrain|0||o2_sensor_circuit|O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 1|Code P2195 (O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 1) sets when the ECM sees an open circuit, a stuck/biased voltage, or no signal activity from an oxygen sensor's signal circuit. Causes are a contaminated or worn-out sensor element, an exhaust leak near the sensor bung skewing readings, or damaged sensor wiring.
4996|P2270|Powertrain|0||o2_sensor_circuit|O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 2|Code P2270 (O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 2) sets when the ECM sees an open circuit, a stuck/biased voltage, or no signal activity from an oxygen sensor's signal circuit. Causes are a contaminated or worn-out sensor element, an exhaust leak near the sensor bung skewing readings, or damaged sensor wiring.
8138|U0100|Network|0||lost_comm_powertrain_module|Lost Communication With ECM/PCM A|U0100 sets when the gateway or another control module stops receiving any messages from a powertrain-side module or smart sensor -- the ECM/PCM, TCM, or one of the engine-bay LIN-networked sensors (MAP, MAF, EGR, turbo boost, fuel pressure, and similar) that report over a low-speed sub-bus feeding into the high-speed backbone. These nodes live in the engine compartment where connectors see more heat-cycling, vibration, and oil/coolant contamination than any other module class, so a burned or corroded engine-harness connector is the leading cause, followed by a blown fuse for that module's dedicated power circuit.
8139|U0101|Network|0||lost_comm_powertrain_module|Lost Communication With TCM|U0101 sets when the gateway or another control module stops receiving any messages from a powertrain-side module or smart sensor -- the ECM/PCM, TCM, or one of the engine-bay LIN-networked sensors (MAP, MAF, EGR, turbo boost, fuel pressure, and similar) that report over a low-speed sub-bus feeding into the high-speed backbone. These nodes live in the engine compartment where connectors see more heat-cycling, vibration, and oil/coolant contamination than any other module class, so a burned or corroded engine-harness connector is the leading cause, followed by a blown fuse for that module's dedicated power circuit.
8171|U0121|Network|0||lost_comm_chassis_abs_module|Lost Communication With Anti-Lock Brake System (ABS) Control Module A|U0121 indicates loss of contact with a chassis-dynamics module -- ABS/stability control, steering angle sensor, ride-height/suspension control, power steering, or a differential/brake-blending actuator -- all mounted low near the subframe, wheel wells, or under-floor tunnel where connectors take the worst exposure to road salt, water spray, and vibration of any module class. Unlike cabin electronics, these connectors are often sealed but still fail at the seal itself after years of thermal cycling, so a corroded or water-intruded low-mount connector is the dominant cause ahead of any harness break.
9344|P3000|Powertrain|1|Audi|hv_system_voltage_performance|Fuel level is too low, High voltage battery assembly failure, High voltage battery is not sufficiently charged|Code P3000 (Fuel level is too low, High voltage battery assembly failure, High voltage battery is not sufficiently charged) sets when the overall HV bus voltage - measured system-wide rather than at any single battery pack or contactor - reads outside its expected window or fails an ECM performance check. Because this is a system-level measurement, causes span a genuinely low/high pack state of charge, a contactor not fully seating, or a fault in the HV bus voltage-sense circuit itself rather than any single named component.
9346|P1083|Powertrain|1|BMW|fuel_trim_lean|Fuel Control Mixture Lean Bank 1 Sensor 1|Code P1083 (Fuel Control Mixture Lean Bank 1 Sensor 1) sets when the ECM must add more fuel than the calibrated limit allows to correct a lean condition on the indicated bank. The leading causes are a vacuum or intake air leak downstream of the MAF, a weak fuel pump or clogged filter, or a leaking exhaust manifold gasket confusing the upstream O2 sensor.
9349|P1086|Powertrain|1|BMW|fuel_trim_rich|Fuel Control Mixture Rich Bank 2 Sensor 1|Code P1086 (Fuel Control Mixture Rich Bank 2 Sensor 1) sets when the ECM must remove more fuel than the calibrated limit allows to correct a rich condition on the indicated bank. Leading causes are a leaking fuel injector, a stuck-open fuel pressure regulator, a fouled MAF sensor overreporting airflow, or a failing fuel pressure sensor.
10510|P1345|Powertrain|1|Chevrolet|crank_cam_correlation|CKP/CMP Correlation|Code P1345 (CKP/CMP Correlation) sets when the ECM compares crankshaft and camshaft position signals and finds their relative timing outside the expected window, or cannot establish a stable engine position sync. This is most often caused by timing chain/belt stretch or a jumped tooth, a failing crankshaft or camshaft position sensor, worn tensioner/guides, or reluctor-wheel damage.
10676|P1626|Powertrain|1|Chevrolet|gm_passkey_vats_theft_deterrent|Theft Deterrent Fuel Enable Signal Lost|Code P1626 (Theft Deterrent Fuel Enable Signal Lost) sets when GM's theft-deterrent system fails to validate the key or drops the fuel-enable signal after a valid start, but the hardware behind that failure differs by generation: VATS/PASS-Key (roughly 1986-1996) reads a resistor pellet embedded in the key blade through contacts inside the ignition lock cylinder, while Passlock/PASS-Key III (roughly 1996 onward, the larger share of affected vehicles) uses a Hall-effect or inductive sensor in the lock cylinder that reads an ordinary or transponder key with no pellet at all. Because both generations share the same fault codes, the first diagnostic step is identifying which system the vehicle has from its model year and RPO code before choosing a repair path. Causes range from a worn or incorrect-resistance key pellet and corroded decoder-ring contacts on VATS vehicles to a failed lock-cylinder sensor or a chafed wire to the BCM on Passlock vehicles.
11169|P1698|Powertrain|1|Dodge|lost_comm_powertrain_module|No CCD Messages Received From PCM|P1698 sets when the gateway or another control module stops receiving any messages from a powertrain-side module or smart sensor -- the ECM/PCM, TCM, or one of the engine-bay LIN-networked sensors (MAP, MAF, EGR, turbo boost, fuel pressure, and similar) that report over a low-speed sub-bus feeding into the high-speed backbone. These nodes live in the engine compartment where connectors see more heat-cycling, vibration, and oil/coolant contamination than any other module class, so a burned or corroded engine-harness connector is the leading cause, followed by a blown fuse for that module's dedicated power circuit.
11181|P1000|Powertrain|1|Ford|obd_readiness_incomplete|OBD System Readiness Test Not Complete|Code P1000 (OBD System Readiness Test Not Complete) is a status indicator, not a fault: the powertrain module sets it after battery disconnection or code clearing until every OBD readiness monitor has completed its drive-cycle self-test. It clears itself once the drive cycle finishes; it stores no failure and triggers no repair by itself, but the vehicle will fail an emissions inspection while monitors remain incomplete.
11210|P1131|Powertrain|1|Ford|o2_sensor_slow_response|Lack of Upstream Heated Oxygen Sensor Switch Sensor Indicates Lean Bank 1|Code P1131 (Lack of Upstream Heated Oxygen Sensor Switch Sensor Indicates Lean Bank 1) sets when an oxygen sensor takes longer than the calibrated time to transition between rich and lean voltage states. This is typically a sensor element that has aged or been contaminated by silicone, oil ash, or coolant, though an exhaust leak that dilutes the sample can also slow the switching response.
12109|P1351|Powertrain|1|GMC|ignition_coil_control_circuit|IC Circuit High Voltage|Code P1351 (IC Circuit High Voltage) sets when the ECM (or, on coil-on-plug systems with many cylinders, a dedicated ignition driver) detects an open circuit or out-of-range voltage while commanding a specific coil's primary winding, covering both the classic per-letter Ignition Coil Primary Control Circuit/Open codes and the newer Ignition [Letter] Control Signal Circuit Open/Low/High variants used on high-cylinder-count and coil-per-plug platforms. In every variant the physical fault sits in the same place: a failed coil primary winding, a corroded or unseated coil connector, or chafed wiring between the ECM/driver and that specific coil.
12446|P1259|Powertrain|1|Honda|honda_vtec_system_circuit|VTEC System Malfunction Rear Bank 1|Code P1259 (VTEC System Malfunction Rear Bank 1) sets when the ECM does not see the VTEC oil pressure switch confirm a cam-profile shift after commanding the VTEC spool valve solenoid, or detects an open/shorted condition on either component's circuit. VTEC (Variable valve Timing and lift Electronic Control) uses oil pressure routed through the spool valve to lock a pin between rocker arms for the high-lift cam lobe; the pressure switch confirms that pressure actually built before the ECM trusts the engagement. Low or degraded engine oil that cannot build switching pressure, a clogged VTEC oil strainer screen starving the spool valve, a failed pressure switch, or a spool valve solenoid with a sticking or shorted coil are the common causes.
12990|P1000|Powertrain|1|Lincoln|obd_readiness_incomplete|OBD System Readiness Test Not Complete|Code P1000 (OBD System Readiness Test Not Complete) is a status indicator, not a fault: the powertrain module sets it after battery disconnection or code clearing until every OBD readiness monitor has completed its drive-cycle self-test. It clears itself once the drive cycle finishes; it stores no failure and triggers no repair by itself, but the vehicle will fail an emissions inspection while monitors remain incomplete.
14131|P1320|Powertrain|1|Nissan|ignition_coil_control_circuit|Ignition Signal|Code P1320 (Ignition Signal) sets when the ECM (or, on coil-on-plug systems with many cylinders, a dedicated ignition driver) detects an open circuit or out-of-range voltage while commanding a specific coil's primary winding, covering both the classic per-letter Ignition Coil Primary Control Circuit/Open codes and the newer Ignition [Letter] Control Signal Circuit Open/Low/High variants used on high-cylinder-count and coil-per-plug platforms. In every variant the physical fault sits in the same place: a failed coil primary winding, a corroded or unseated coil connector, or chafed wiring between the ECM/driver and that specific coil.
15314|P1100|Powertrain|1|Toyota|baro_pressure_sensor_circuit|BARO Sensor Circuit|P1100 (BARO Sensor Circuit) points to the barometric pressure sensor (position A, B, or C on engines carrying more than one), whose ambient-pressure reading the ECM uses to correct fueling and boost targets for altitude. Many BARO sensors live inside the ECM itself, in which case the module is replaced rather than a discrete part; where the sensor is external, a blocked or contaminated sampling port, a corroded connector, and a drifted sensing element are the common causes of a signal that is out of range or frozen at one value.
15327|P1155|Powertrain|1|Toyota|o2_heater_circuit|Air/Fuel Sensor Heater Circuit Bank 1 Sensor 2|Code P1155 (Air/Fuel Sensor Heater Circuit Bank 1 Sensor 2) sets when the ECM detects an open, shorted, or out-of-spec resistance in the internal heater element of an oxygen sensor, or the heater fails to bring the sensor to operating temperature within the expected time. This is almost always a degraded heater element inside the O2 sensor itself, though a blown fuse, relay, or chafed heater wiring can also be responsible.
15386|P1128|Powertrain|1|Volkswagen|fuel_trim_general|Long Term Fuel Trim Bank 1 System Too Lean|Code P1128 (Long Term Fuel Trim Bank 1 System Too Lean) sets when overall short- or long-term fuel trim for a bank moves outside its normal operating window without a specific lean or rich bias being isolated. Causes span vacuum leaks, a fuel delivery imbalance, or a fuel/air metering sensor reading incorrectly for that bank.
